Resale Price (RM),Brand Make,Model,Year of Manufacturer,Mileage (KM),Condition,Petrol Type,Transmission Type
241639,Lexus,NX,2022,70038,Very Good,Petrol,Automatic
65926,Mazda,Mazda6,2018,140378,Good,Petrol,Automatic
98523,Nissan,Serena,2022,54051,Very Good,Petrol,Automatic
91142,Toyota,Vios,2024,16698,Excellent,Petrol,CVT
58710,Honda,Jazz,2022,41961,Very Good,Petrol,CVT
77285,Toyota,Corolla,2021,49104,Good,Petrol,CVT
61693,Nissan,Navara,2021,95072,Very Good,Diesel,Manual
88077,Toyota,Vios,2024,17790,Excellent,Petrol,CVT
86709,Mazda,CX-5,2020,64030,Very Good,Petrol,Automatic
156860,Mazda,CX-5,2024,14036,Excellent,Petrol,Automatic
216145,Lexus,RX,2021,86632,Good,Petrol,Automatic
60160,Toyota,Yaris,2022,81273,Very Good,Petrol,Automatic
69936,Nissan,Navara,2022,74547,Good,Diesel,Manual
34502,Toyota,Camry,2016,240561,Poor,Petrol,Automatic
44827,Mazda,Mazda3,2017,112040,Good,Petrol,Automatic
84641,Toyota,Yaris,2024,25008,Excellent,Petrol,Automatic
19646,Toyota,Vios,2016,212625,Fair,Petrol,Automatic
26150,Mazda,Mazda3,2014,150326,Fair,Petrol,Automatic
113668,Mazda,Mazda3,2023,32836,Excellent,Petrol,Automatic
88433,Honda,BR-V,2024,13340,Excellent,Petrol,Automatic
227284,Lexus,NX,2022,37509,Good,Hybrid,Automatic
104774,Lexus,NX,2018,140931,Fair,Petrol,Automatic
320359,Lexus,NX,2024,21759,Excellent,Petrol,Automatic
275345,Lexus,NX,2023,29054,Excellent,Hybrid,Automatic
61580,Nissan,Serena,2019,90540,Good,Petrol,Automatic
57532,Toyota,Yaris,2022,52677,Very Good,Petrol,Automatic
47282,Nissan,X-Trail,2017,140712,Good,Petrol,Automatic
162600,Lexus,ES,2021,99444,Very Good,Petrol,Automatic
25735,Nissan,Serena,2015,232800,Fair,Petrol,Automatic
75582,Toyota,Yaris,2023,24790,Excellent,Petrol,Automatic
48170,Mazda,CX-5,2017,123992,Good,Petrol,Automatic
73307,Honda,Civic,2021,86028,Good,Petrol,Automatic
148693,Honda,CR-V,2024,16735,Excellent,Petrol,Automatic
68253,Honda,CR-V,2019,115710,Good,Petrol,Automatic
71579,Mazda,Mazda6,2019,132324,Good,Petrol,Automatic
102569,Honda,Accord,2021,61988,Good,Petrol,Automatic
19694,Nissan,Almera,2017,182176,Fair,Petrol,Automatic
78738,Honda,Jazz,2024,14448,Excellent,Petrol,Automatic
112916,Nissan,Serena,2023,25626,Excellent,Petrol,Automatic
44767,Toyota,Hilux,2019,93888,Fair,Petrol,Manual
63739,Honda,HR-V,2021,67484,Good,Petrol,Automatic
371598,Lexus,RX,2024,22386,Excellent,Hybrid,Automatic
45096,Nissan,Serena,2017,138864,Good,Petrol,Automatic
36762,Nissan,Navara,2018,162869,Good,Diesel,Automatic
114122,Toyota,Hilux,2024,24899,Excellent,Petrol,Automatic
215881,Lexus,RX,2021,56632,Good,Hybrid,Automatic
142027,Nissan,X-Trail,2024,21751,Excellent,Petrol,Automatic
94814,Honda,Civic,2023,46658,Good,Petrol,CVT
92761,Nissan,Serena,2022,46500,Good,Petrol,Automatic
43043,Toyota,Yaris,2020,97070,Very Good,Petrol,Automatic
236959,Lexus,ES,2023,31070,Excellent,Hybrid,Automatic
102149,Lexus,NX,2018,142597,Fair,Petrol,Automatic
27115,Honda,Jazz,2018,115850,Fair,Petrol,CVT
184968,Toyota,Camry,2024,16363,Excellent,Hybrid,Automatic
100036,Nissan,X-Trail,2022,52389,Very Good,Petrol,Automatic
251768,Lexus,ES,2023,36174,Excellent,Hybrid,Automatic
65805,Honda,CR-V,2020,108660,Fair,Petrol,Automatic
79770,Mazda,Mazda2,2023,39716,Excellent,Petrol,Automatic
79334,Nissan,Almera,2024,19043,Excellent,Petrol,Automatic
141289,Toyota,Camry,2022,49047,Very Good,Petrol,Automatic
146380,Lexus,ES,2020,81145,Very Good,Hybrid,Automatic
115367,Toyota,Camry,2021,78348,Good,Petrol,Automatic
161657,Lexus,ES,2021,58584,Good,Petrol,Automatic
59443,Toyota,Vios,2022,77658,Good,Petrol,CVT
77047,Mazda,Mazda3,2020,78580,Very Good,Petrol,Automatic
179574,Lexus,IS,2023,54448,Good,Petrol,Automatic
52369,Nissan,X-Trail,2018,180551,Good,Petrol,Automatic
55961,Mazda,Mazda6,2017,120992,Good,Petrol,Automatic
78802,Nissan,Serena,2021,103220,Good,Petrol,Automatic
105218,Lexus,NX,2018,146986,Fair,Hybrid,Automatic
57435,Toyota,Vios,2021,53948,Very Good,Petrol,Automatic
41517,Mazda,Mazda3,2017,206368,Good,Petrol,Automatic
41309,Toyota,Corolla,2017,157088,Good,Petrol,CVT
39865,Toyota,Hilux,2018,161861,Good,Diesel,Manual
102164,Nissan,Navara,2024,15717,Excellent,Petrol,Automatic
105180,Honda,Civic,2023,40312,Very Good,Petrol,CVT
140217,Nissan,Serena,2024,14346,Excellent,Petrol,Automatic
393318,Lexus,RX,2024,12214,Excellent,Petrol,Automatic
108859,Honda,Civic,2023,39118,Excellent,Petrol,CVT
75799,Lexus,IS,2017,146856,Good,Hybrid,Automatic
243642,Lexus,IS,2024,21511,Excellent,Hybrid,Automatic
86369,Toyota,Hilux,2022,41058,Very Good,Diesel,Manual
48833,Nissan,X-Trail,2019,149028,Fair,Petrol,Automatic
75579,Honda,HR-V,2022,47388,Very Good,Petrol,Automatic
80549,Mazda,Mazda3,2021,61152,Good,Petrol,Automatic
43918,Honda,Jazz,2021,111392,Good,Petrol,CVT
141863,Nissan,X-Trail,2024,18261,Excellent,Petrol,Automatic
61222,Mazda,Mazda2,2022,65694,Good,Petrol,Automatic
17793,Honda,City,2016,128349,Poor,Petrol,Automatic
99982,Mazda,Mazda3,2022,72129,Very Good,Petrol,Automatic
76108,Mazda,Mazda2,2023,42434,Very Good,Petrol,Automatic
52709,Lexus,ES,2015,238270,Fair,Petrol,Automatic
111670,Mazda,Mazda6,2022,57396,Good,Petrol,Automatic
20268,Honda,City,2016,141444,Fair,Petrol,CVT
111843,Mazda,Mazda3,2023,43624,Very Good,Petrol,Automatic
28931,Honda,City,2019,151872,Fair,Petrol,Automatic
33573,Nissan,Serena,2017,194992,Fair,Petrol,Automatic
26815,Honda,CR-V,2016,233631,Poor,Petrol,Automatic
110885,Toyota,Hilux,2024,15478,Excellent,Diesel,Manual
54266,Honda,BR-V,2021,72364,Very Good,Petrol,Automatic
87032,Toyota,Corolla,2022,68718,Very Good,Petrol,CVT
34144,Mazda,Mazda2,2019,119004,Fair,Petrol,Automatic
28692,Mazda,Mazda3,2016,236520,Fair,Petrol,Automatic
83442,Honda,Civic,2022,55806,Very Good,Petrol,CVT
56446,Mazda,Mazda2,2021,93852,Very Good,Petrol,Automatic
128093,Toyota,Corolla,2024,17938,Excellent,Petrol,CVT
45611,Honda,Jazz,2020,77165,Very Good,Petrol,CVT
300060,Lexus,NX,2023,31248,Excellent,Hybrid,Automatic
151298,Mazda,CX-5,2024,18103,Excellent,Petrol,Automatic
57790,Lexus,ES,2015,165530,Fair,Petrol,Automatic
277401,Lexus,ES,2024,13291,Excellent,Petrol,Automatic
81003,Toyota,Hilux,2022,72672,Very Good,Diesel,Manual
75622,Lexus,RX,2016,139347,Poor,Petrol,Automatic
68796,Nissan,Almera,2023,33126,Excellent,Petrol,Automatic
70021,Mazda,CX-5,2020,134695,Good,Petrol,Automatic
26851,Nissan,Serena,2016,173916,Poor,Petrol,Automatic
45287,Mazda,CX-5,2018,164332,Fair,Petrol,Automatic
40963,Nissan,Serena,2018,128044,Fair,Petrol,Automatic
85924,Toyota,Vios,2024,24388,Excellent,Petrol,CVT
60796,Nissan,Navara,2021,103072,Good,Diesel,Automatic
98434,Nissan,Navara,2024,27114,Excellent,Petrol,Automatic
40786,Honda,HR-V,2018,152719,Good,Petrol,Automatic
59948,Honda,HR-V,2020,60195,Very Good,Petrol,Automatic
247120,Lexus,RX,2022,55515,Good,Hybrid,Automatic
63253,Nissan,X-Trail,2019,96264,Good,Petrol,Automatic
18503,Honda,HR-V,2016,237285,Poor,Petrol,Automatic
35998,Mazda,Mazda2,2019,80910,Fair,Petrol,Automatic
72416,Honda,CR-V,2021,108352,Fair,Petrol,Automatic
64754,Nissan,Serena,2020,104465,Good,Petrol,Automatic
71813,Honda,BR-V,2023,55642,Good,Petrol,Automatic
87535,Mazda,Mazda2,2024,19311,Excellent,Petrol,Automatic
88337,Honda,HR-V,2023,45644,Very Good,Petrol,Automatic
61163,Mazda,Mazda2,2022,57564,Very Good,Petrol,Automatic
51339,Toyota,Yaris,2021,62212,Good,Petrol,Automatic
48901,Mazda,CX-5,2018,132853,Fair,Petrol,Automatic
127038,Honda,Accord,2022,53211,Very Good,Petrol,Automatic
42443,Mazda,Mazda6,2017,197928,Fair,Petrol,Automatic
98542,Mazda,CX-5,2022,64887,Good,Petrol,Automatic
341496,Lexus,NX,2024,23897,Excellent,Petrol,Automatic
62054,Nissan,Almera,2023,49434,Very Good,Petrol,Automatic
49680,Mazda,CX-5,2018,94913,Fair,Petrol,Automatic
109826,Lexus,NX,2017,102280,Good,Petrol,Automatic
73006,Honda,City,2023,24582,Excellent,Petrol,Automatic
39346,Nissan,Serena,2017,200664,Good,Petrol,Automatic
52889,Toyota,Vios,2021,78984,Very Good,Petrol,CVT
27669,Honda,BR-V,2017,216240,Good,Petrol,Automatic
46627,Honda,City,2020,92760,Very Good,Petrol,CVT
115458,Honda,Accord,2022,53922,Good,Petrol,Automatic
189685,Lexus,ES,2022,69903,Very Good,Hybrid,Automatic
115687,Toyota,Hilux,2024,27618,Excellent,Diesel,Automatic
63046,Mazda,Mazda6,2018,168021,Good,Petrol,Automatic
58912,Nissan,X-Trail,2018,84560,Good,Petrol,Automatic
55479,Nissan,X-Trail,2018,128597,Good,Petrol,Automatic
192520,Lexus,NX,2021,108948,Good,Hybrid,Automatic
34438,Nissan,Serena,2017,174424,Fair,Petrol,Automatic
126867,Lexus,ES,2019,79584,Good,Petrol,Automatic
74856,Toyota,Vios,2023,36978,Excellent,Petrol,Automatic
33615,Mazda,Mazda6,2016,139212,Poor,Petrol,Automatic
101463,Toyota,Hilux,2023,24546,Excellent,Diesel,Automatic
138108,Lexus,IS,2021,103552,Good,Hybrid,Automatic
51796,Honda,City,2021,60472,Very Good,Petrol,CVT
97700,Lexus,IS,2020,137545,Fair,Petrol,Automatic
13349,Nissan,Almera,2015,162080,Poor,Petrol,Automatic
84768,Honda,Civic,2022,59115,Good,Petrol,CVT
102771,Nissan,Navara,2024,26418,Excellent,Petrol,Automatic
73624,Honda,HR-V,2022,44646,Good,Petrol,Automatic
94326,Toyota,Fortuner,2020,61425,Very Good,Diesel,Automatic
190155,Lexus,NX,2021,97004,Good,Hybrid,Automatic
106704,Honda,CR-V,2022,73347,Very Good,Petrol,Automatic
87528,Nissan,Serena,2022,80217,Good,Petrol,Automatic
136468,Nissan,Serena,2024,21272,Excellent,Petrol,Automatic
89132,Mazda,Mazda3,2022,59865,Good,Petrol,Automatic
62988,Honda,Accord,2019,102810,Fair,Hybrid,Automatic
86488,Honda,Civic,2022,71493,Very Good,Petrol,CVT
383189,Lexus,RX,2024,16349,Excellent,Hybrid,Automatic
83699,Toyota,Fortuner,2019,89394,Good,Diesel,Automatic
240787,Lexus,IS,2024,15620,Excellent,Petrol,Automatic
103707,Lexus,RX,2017,145888,Fair,Petrol,Automatic
43257,Nissan,Serena,2017,113552,Good,Petrol,Automatic
149713,Lexus,ES,2020,75665,Good,Hybrid,Automatic
175419,Lexus,ES,2021,64776,Good,Petrol,Automatic
56645,Honda,City,2022,76149,Very Good,Petrol,Automatic
90376,Mazda,Mazda2,2024,23550,Excellent,Petrol,Automatic
142547,Mazda,Mazda6,2023,33134,Excellent,Petrol,Automatic
116670,Mazda,Mazda3,2023,33726,Excellent,Petrol,Automatic
55798,Mazda,Mazda3,2019,147258,Good,Petrol,Automatic
57162,Mazda,CX-5,2019,116256,Fair,Petrol,Automatic
229393,Lexus,NX,2022,59652,Good,Hybrid,Automatic
123145,Toyota,Corolla,2024,13313,Excellent,Petrol,CVT
393543,Lexus,RX,2024,21772,Excellent,Hybrid,Automatic
132892,Nissan,Serena,2024,13360,Excellent,Petrol,Automatic
140012,Nissan,X-Trail,2024,16004,Excellent,Petrol,Automatic
97318,Mazda,Mazda6,2021,79092,Good,Petrol,Automatic
159515,Mazda,CX-5,2024,19023,Excellent,Petrol,Automatic
220676,Lexus,RX,2021,97416,Very Good,Petrol,Automatic
30288,Mazda,Mazda3,2016,187335,Fair,Petrol,Automatic
26713,Nissan,X-Trail,2016,195003,Poor,Petrol,Automatic
57259,Honda,HR-V,2020,63270,Good,Petrol,Automatic
73262,Honda,Jazz,2023,33660,Excellent,Petrol,Automatic
59796,Honda,Jazz,2023,49738,Good,Petrol,CVT
61620,Toyota,Vios,2022,57132,Very Good,Petrol,Automatic
280606,Lexus,ES,2024,21129,Excellent,Petrol,Automatic
21280,Honda,HR-V,2015,249960,Fair,Petrol,Automatic
80436,Lexus,IS,2018,190715,Good,Hybrid,Automatic
63712,Toyota,Fortuner,2017,102368,Good,Diesel,Manual
131970,Mazda,Mazda3,2024,24789,Excellent,Petrol,Automatic
179348,Toyota,Fortuner,2024,13135,Excellent,Petrol,Automatic
91403,Lexus,IS,2019,107274,Fair,Hybrid,Automatic
88479,Mazda,Mazda2,2024,26462,Excellent,Petrol,Automatic
70197,Toyota,Camry,2019,114402,Fair,Hybrid,Automatic
32518,Mazda,Mazda6,2015,202520,Fair,Petrol,Automatic
16600,Toyota,Corolla,2014,248765,Poor,Petrol,CVT
107682,Honda,Civic,2023,28224,Excellent,Petrol,CVT
104917,Nissan,Navara,2024,23931,Excellent,Petrol,Automatic
63917,Mazda,Mazda6,2018,159110,Good,Petrol,Automatic
39957,Honda,City,2020,133380,Good,Petrol,CVT
145197,Mazda,CX-5,2024,13569,Excellent,Petrol,Automatic
84129,Honda,Civic,2022,78000,Good,Petrol,Automatic
54824,Nissan,Almera,2022,53256,Very Good,Petrol,Automatic
29397,Toyota,Yaris,2018,195027,Good,Petrol,Automatic
271182,Lexus,NX,2023,42082,Very Good,Hybrid,Automatic
117496,Honda,Civic,2024,21953,Excellent,Petrol,CVT
71406,Mazda,Mazda3,2020,81765,Very Good,Petrol,Automatic
17285,Nissan,Almera,2016,176202,Fair,Petrol,CVT
108452,Honda,Civic,2023,24700,Excellent,Petrol,CVT
36076,Nissan,Navara,2019,142482,Fair,Diesel,Automatic
51865,Nissan,Almera,2022,60828,Very Good,Petrol,Automatic
71935,Toyota,Vios,2023,40478,Good,Petrol,Automatic
96515,Mazda,Mazda3,2022,59823,Good,Petrol,Automatic
75883,Honda,Civic,2021,67648,Very Good,Petrol,CVT
101955,Nissan,Serena,2023,50426,Good,Petrol,Automatic
175266,Mazda,Mazda6,2024,16766,Excellent,Petrol,Automatic
105786,Nissan,Serena,2023,55388,Good,Petrol,Automatic
40065,Nissan,Serena,2018,154511,Fair,Petrol,Automatic
36116,Nissan,Navara,2018,96502,Fair,Petrol,Manual
53304,Mazda,Mazda2,2021,72928,Good,Petrol,Automatic
166848,Mazda,Mazda6,2024,25849,Excellent,Petrol,Automatic
24465,Nissan,Navara,2016,192258,Fair,Diesel,Automatic
53787,Nissan,Almera,2022,41820,Good,Petrol,Automatic
25721,Toyota,Vios,2017,148576,Fair,Petrol,CVT
105800,Nissan,Navara,2024,21616,Excellent,Diesel,Automatic
29056,Toyota,Vios,2017,119872,Good,Petrol,Automatic
56164,Honda,Jazz,2022,53517,Good,Petrol,Automatic
89652,Nissan,X-Trail,2021,75516,Very Good,Petrol,Automatic
158922,Lexus,ES,2021,85252,Good,Hybrid,Automatic
62458,Toyota,Camry,2018,108213,Fair,Petrol,Automatic
106520,Nissan,Serena,2023,43792,Good,Petrol,Automatic
15512,Honda,City,2014,135289,Fair,Petrol,CVT
83613,Mazda,Mazda3,2021,89908,Very Good,Petrol,Automatic
38607,Lexus,ES,2014,236060,Poor,Petrol,Automatic
145044,Lexus,IS,2021,57600,Very Good,Hybrid,Automatic
114903,Toyota,Fortuner,2021,69708,Very Good,Diesel,Manual
100233,Nissan,X-Trail,2022,39312,Very Good,Petrol,Automatic
46227,Nissan,Almera,2021,64476,Good,Petrol,Automatic
99085,Nissan,X-Trail,2022,55080,Very Good,Petrol,Automatic
81765,Lexus,RX,2015,159900,Fair,Petrol,Automatic
223823,Lexus,ES,2023,46158,Good,Petrol,Automatic
48227,Nissan,Serena,2018,186263,Good,Petrol,Automatic
100140,Lexus,NX,2017,101672,Fair,Petrol,Automatic
36758,Toyota,Corolla,2017,211696,Good,Petrol,CVT
26663,Nissan,Navara,2017,176056,Fair,Diesel,Manual
122008,Lexus,ES,2019,153966,Good,Petrol,Automatic
65413,Toyota,Corolla,2020,61105,Good,Petrol,CVT
48052,Honda,HR-V,2019,142422,Good,Petrol,Automatic
225252,Lexus,ES,2023,49856,Very Good,Hybrid,Automatic
24453,Nissan,Almera,2018,148652,Fair,Petrol,Automatic
231175,Lexus,NX,2022,73860,Good,Petrol,Automatic
66598,Honda,BR-V,2023,51878,Good,Petrol,Automatic
202892,Lexus,ES,2022,45090,Very Good,Petrol,Automatic
114471,Toyota,Hilux,2024,23981,Excellent,Diesel,Manual
52898,Honda,City,2021,91908,Very Good,Petrol,CVT
43240,Honda,Jazz,2020,65770,Good,Petrol,Automatic
182401,Toyota,Camry,2024,18477,Excellent,Petrol,Automatic
100215,Toyota,Corolla,2023,42874,Very Good,Petrol,Automatic
150589,Toyota,Fortuner,2023,27876,Excellent,Diesel,Manual
32236,Honda,BR-V,2019,126366,Fair,Petrol,Automatic
85024,Nissan,X-Trail,2021,59656,Good,Petrol,Automatic
87507,Nissan,Navara,2023,40408,Very Good,Diesel,Automatic
53634,Mazda,CX-5,2018,153916,Good,Petrol,Automatic
94726,Toyota,Fortuner,2020,99695,Very Good,Diesel,Manual
92547,Mazda,CX-5,2021,48804,Very Good,Petrol,Automatic
77384,Toyota,Fortuner,2019,127554,Good,Diesel,Automatic
108731,Nissan,Navara,2024,14611,Excellent,Diesel,Manual
301398,Lexus,RX,2023,52314,Very Good,Petrol,Automatic
92986,Toyota,Vios,2024,16896,Excellent,Petrol,CVT
117462,Mazda,Mazda3,2023,29904,Excellent,Petrol,Automatic
83439,Honda,Civic,2022,83925,Good,Petrol,Automatic
128941,Nissan,Serena,2024,14458,Excellent,Petrol,Automatic
171178,Honda,Accord,2024,13916,Excellent,Hybrid,Automatic
110856,Nissan,Serena,2023,35242,Excellent,Petrol,Automatic
71293,Nissan,X-Trail,2020,93545,Good,Petrol,Automatic
65758,Nissan,Serena,2020,107620,Good,Petrol,Automatic
34615,Toyota,Fortuner,2015,205880,Fair,Diesel,Manual
97180,Toyota,Hilux,2023,31884,Excellent,Petrol,Automatic
83757,Honda,City,2024,17513,Excellent,Petrol,Automatic
224194,Lexus,ES,2023,43806,Very Good,Hybrid,Automatic
199495,Lexus,NX,2021,48888,Good,Petrol,Automatic
95165,Lexus,IS,2018,85211,Good,Hybrid,Automatic
157839,Mazda,CX-5,2024,22596,Excellent,Petrol,Automatic
143314,Lexus,RX,2019,129186,Fair,Hybrid,Automatic
81506,Toyota,Vios,2023,33546,Excellent,Petrol,Automatic
82340,Toyota,Yaris,2024,27074,Excellent,Petrol,Automatic
300552,Lexus,RX,2023,55808,Very Good,Hybrid,Automatic
235507,Lexus,NX,2022,60294,Very Good,Petrol,Automatic
83636,Toyota,Yaris,2024,21329,Excellent,Petrol,Automatic
45975,Mazda,Mazda6,2017,185944,Fair,Petrol,Automatic
124261,Mazda,Mazda3,2023,26278,Excellent,Petrol,Automatic
55296,Nissan,Almera,2022,48690,Very Good,Petrol,CVT
39327,Nissan,Serena,2017,193904,Good,Petrol,Automatic
91889,Nissan,Serena,2022,78441,Very Good,Petrol,Automatic
95095,Mazda,Mazda3,2022,47655,Good,Petrol,Automatic
187756,Toyota,Camry,2024,18337,Excellent,Hybrid,Automatic
80927,Honda,Jazz,2024,12567,Excellent,Petrol,CVT
118581,Mazda,Mazda6,2022,37632,Very Good,Petrol,Automatic
127994,Lexus,NX,2019,107508,Fair,Petrol,Automatic
87913,Honda,BR-V,2024,15551,Excellent,Petrol,Automatic
43644,Mazda,Mazda3,2017,188600,Good,Petrol,Automatic
23268,Honda,HR-V,2015,134640,Fair,Petrol,Automatic
34309,Nissan,Serena,2017,207176,Fair,Petrol,Automatic
96773,Lexus,ES,2018,113974,Fair,Petrol,Automatic
81093,Mazda,Mazda3,2021,95176,Very Good,Petrol,Automatic
256936,Lexus,RX,2022,37353,Good,Petrol,Automatic
66070,Honda,Accord,2019,109626,Fair,Hybrid,Automatic
183395,Toyota,Fortuner,2024,22269,Excellent,Petrol,Automatic
122777,Mazda,Mazda6,2022,38814,Good,Petrol,Automatic
51316,Nissan,Navara,2021,102972,Fair,Diesel,Automatic
121323,Mazda,CX-5,2023,46050,Very Good,Petrol,Automatic
76021,Honda,BR-V,2023,28262,Excellent,Petrol,Automatic
16141,Toyota,Yaris,2015,231080,Fair,Petrol,Automatic
70025,Toyota,Hilux,2021,76724,Very Good,Diesel,Automatic
176866,Toyota,Fortuner,2024,16748,Excellent,Diesel,Automatic
56469,Honda,CR-V,2018,137501,Good,Petrol,Automatic
75065,Nissan,Almera,2024,22152,Excellent,Petrol,CVT
93218,Mazda,Mazda2,2024,19749,Excellent,Petrol,Automatic
99328,Lexus,IS,2019,134094,Good,Petrol,Automatic
52755,Nissan,Almera,2022,53991,Very Good,Petrol,Automatic
67328,Toyota,Corolla,2020,95990,Very Good,Petrol,Automatic
46896,Toyota,Corolla,2019,127260,Fair,Petrol,CVT
35466,Nissan,Navara,2019,157788,Fair,Diesel,Manual
74004,Nissan,Almera,2024,15976,Excellent,Petrol,CVT
143777,Mazda,Mazda6,2023,30480,Excellent,Petrol,Automatic
146596,Lexus,IS,2021,96708,Very Good,Hybrid,Automatic
196536,Lexus,ES,2022,51429,Good,Petrol,Automatic
160712,Toyota,Camry,2023,29674,Excellent,Hybrid,Automatic
55897,Toyota,Fortuner,2017,216192,Good,Diesel,Automatic
154656,Honda,CR-V,2024,25081,Excellent,Petrol,Automatic
301910,Lexus,RX,2023,41300,Very Good,Petrol,Automatic
180042,Toyota,Fortuner,2024,15674,Excellent,Petrol,Automatic
51487,Nissan,Navara,2020,89560,Good,Diesel,Automatic
154584,Mazda,CX-5,2024,16282,Excellent,Petrol,Automatic
49466,Honda,City,2021,66904,Good,Petrol,Automatic
76193,Mazda,CX-5,2020,105450,Good,Petrol,Automatic
14707,Nissan,Almera,2014,158653,Fair,Petrol,CVT
73141,Toyota,Camry,2019,91374,Fair,Hybrid,Automatic
182472,Lexus,RX,2020,90405,Good,Petrol,Automatic
148306,Mazda,CX-5,2024,16334,Excellent,Petrol,Automatic
267112,Lexus,RX,2022,53877,Good,Petrol,Automatic
31719,Mazda,Mazda6,2015,231050,Fair,Petrol,Automatic
44078,Nissan,Almera,2021,68868,Good,Petrol,CVT
59568,Lexus,IS,2017,195560,Fair,Hybrid,Automatic
220795,Lexus,NX,2022,47019,Good,Petrol,Automatic
51959,Honda,HR-V,2020,106300,Good,Petrol,Automatic
111506,Lexus,RX,2017,193760,Good,Petrol,Automatic
32304,Mazda,CX-5,2016,250038,Fair,Petrol,Automatic
110346,Mazda,Mazda3,2023,55118,Good,Petrol,Automatic
87007,Lexus,IS,2018,112385,Good,Hybrid,Automatic
132551,Nissan,Serena,2024,17861,Excellent,Petrol,Automatic
150134,Lexus,ES,2020,71875,Good,Petrol,Automatic
84513,Honda,Accord,2021,110572,Fair,Hybrid,Automatic
198532,Lexus,NX,2021,86616,Good,Petrol,Automatic
93782,Toyota,Camry,2020,81340,Good,Petrol,Automatic
111754,Toyota,Camry,2021,51176,Good,Petrol,Automatic
91754,Honda,CR-V,2021,53764,Good,Petrol,Automatic
130081,Nissan,Serena,2024,20150,Excellent,Petrol,Automatic
125274,Mazda,Mazda6,2022,64578,Very Good,Petrol,Automatic
91840,Honda,HR-V,2023,26946,Excellent,Petrol,Automatic
111188,Nissan,X-Trail,2023,54362,Good,Petrol,Automatic
105739,Honda,Accord,2021,69908,Very Good,Hybrid,Automatic
294440,Lexus,ES,2024,26962,Excellent,Hybrid,Automatic
117247,Nissan,X-Trail,2023,53500,Very Good,Petrol,Automatic
150128,Mazda,CX-5,2024,12894,Excellent,Petrol,Automatic
93204,Lexus,IS,2019,72822,Fair,Hybrid,Automatic
36543,Honda,Accord,2015,162900,Fair,Petrol,Automatic
169448,Mazda,Mazda6,2024,19125,Excellent,Petrol,Automatic
33585,Toyota,Fortuner,2015,267230,Fair,Diesel,Automatic
33535,Honda,Accord,2016,160713,Poor,Petrol,Automatic
125305,Honda,Accord,2022,66423,Very Good,Hybrid,Automatic
56983,Nissan,Almera,2022,38016,Very Good,Petrol,CVT
202114,Lexus,IS,2023,36258,Excellent,Petrol,Automatic
18374,Honda,City,2016,119421,Poor,Petrol,CVT
23850,Nissan,Almera,2018,147833,Fair,Petrol,Automatic
325394,Lexus,RX,2023,36784,Excellent,Hybrid,Automatic
75572,Nissan,Almera,2024,13126,Excellent,Petrol,Automatic
139283,Toyota,Fortuner,2023,51420,Good,Diesel,Automatic
99977,Nissan,Navara,2024,22935,Excellent,Diesel,Manual
179591,Honda,Accord,2024,15511,Excellent,Hybrid,Automatic
63572,Honda,Civic,2020,100895,Good,Petrol,CVT
35074,Honda,HR-V,2017,167032,Good,Petrol,Automatic
60617,Nissan,Almera,2023,48450,Very Good,Petrol,Automatic
91645,Mazda,Mazda2,2024,21469,Excellent,Petrol,Automatic
68859,Nissan,X-Trail,2020,138625,Good,Petrol,Automatic
143318,Mazda,Mazda3,2024,17616,Excellent,Petrol,Automatic
29852,Honda,BR-V,2018,128065,Fair,Petrol,Automatic
76808,Mazda,Mazda2,2023,32434,Excellent,Petrol,Automatic
165765,Lexus,ES,2021,79652,Very Good,Hybrid,Automatic
76601,Nissan,Almera,2024,20694,Excellent,Petrol,CVT
49098,Honda,Jazz,2021,70392,Very Good,Petrol,CVT
106046,Nissan,Navara,2024,12167,Excellent,Petrol,Manual
156976,Lexus,ES,2021,106672,Good,Hybrid,Automatic
27233,Nissan,Navara,2017,211152,Fair,Diesel,Manual
72836,Nissan,Almera,2024,13910,Excellent,Petrol,CVT
94551,Toyota,Hilux,2023,50072,Very Good,Petrol,Automatic
62589,Nissan,Almera,2023,33320,Excellent,Petrol,Automatic
